Site Name,City,Country,State,Street Address,Address,Latitude,Longitude,Coordinates,Zip Code,NPL Status,HRS Score
"LENZ OIL SERVICE, INC.",LEMONT,U.S.A,IL,RTE 83 & JEANE RD,"RTE 83 & JEANE RD, LEMONT, IL, U.S.A, 60439",41.6892422,-88.0079243,"41.6892422, -88.0079243",60439,Final NPL,42.33
MATTHIESSEN AND HEGELER ZINC COMPANY,LA SALLE,U.S.A,IL,"PARTS OF SECT. 10, 11, 14 & 15, T33N-R1E","PARTS OF SECT. 10, 11, 14 & 15, T33N-R1E, LA SALLE, IL, U.S.A, 61301",41.377456,-89.0752499,"41.377456, -89.0752499",61301,Final NPL,50
MIG/DEWANE LANDFILL,BELVIDERE,U.S.A,IL,6505 Logan Avenue,"6505 Logan Avenue, BELVIDERE, IL, U.S.A, 61008",42.2497966,-88.8117048,"42.2497966, -88.8117048",61008,Final NPL,49.91
NL INDUSTRIES/TARACORP LEAD SMELTER,GRANITE CITY,U.S.A,IL,16TH & CLEVELAND BLVD,"16TH & CLEVELAND BLVD, GRANITE CITY, IL, U.S.A, 62040",38.697713,-90.156973,"38.697713, -90.156973",62040,Final NPL,38.11
NORTH SHORE GAS (NSG) NORTH PLANT,WAUKEGAN,U.S.A,IL,INTERSECTION OF PERSHING RD & DEHRINGER,"INTERSECTION OF PERSHING RD & DEHRINGER, WAUKEGAN, IL, U.S.A, 60085",42.3712692,-87.8259549,"42.3712692, -87.8259549",60085,Not NPL,
NORTH SHORE GAS SOUTH PLANT,WAUKEGAN,U.S.A,IL,100 SOUTH DUGAN DRIVE,"100 SOUTH DUGAN DRIVE, WAUKEGAN, IL, U.S.A, 60085",42.3636331,-87.8447938,"42.3636331, -87.8447938",60085,Not NPL,
OLD AMERICAN ZINC PLANT,FAIRMONT CITY,U.S.A,IL,JUNCTION OF 45TH ST AND COOKSON ROAD,"JUNCTION OF 45TH ST AND COOKSON ROAD, FAIRMONT CITY, IL, U.S.A, 62201",38.6452497,-90.1075917,"38.6452497, -90.1075917",62201,Final NPL,30
OTTAWA RADIATION AREAS,OTTAWA,U.S.A,IL,"RTE 6 & RTE 71, OTTAWA AREA","RTE 6 & RTE 71, OTTAWA AREA, OTTAWA, IL, U.S.A, 61350",41.3455892,-88.8425769,"41.3455892, -88.8425769",61350,Final NPL,50
OTTAWA TOWNSHIP FLAT GLASS SITE,NAPLATE,U.S.A,IL,CENTER ST & 20TH AVE,"CENTER ST & 20TH AVE, NAPLATE, IL, U.S.A, 61350",41.3322791,-88.87734,"41.3322791, -88.87734",61350,Not NPL,
OUTBOARD MARINE CORP.,WAUKEGAN,U.S.A,IL,200 SEA HORSE DR,"200 SEA HORSE DR, WAUKEGAN, IL, U.S.A, 60085",42.3637661,-87.8176808,"42.3637661, -87.8176808",60085,Final NPL,
PAGEL'S PIT,ROCKFORD,U.S.A,IL,BAXTER & LINDENWOOD RD,"BAXTER & LINDENWOOD RD, ROCKFORD, IL, U.S.A, 61109",42.1654865,-89.0570687,"42.1654865, -89.0570687",61109,Final NPL,45.91
PARSONS CASKET HARDWARE CO.,BELVIDERE,U.S.A,IL,424 FAIRVIEW AVENUE,"424 FAIRVIEW AVENUE, BELVIDERE, IL, U.S.A, 61008-2308",42.2692629,-88.8361283,"42.2692629, -88.8361283",61008-2308,Final NPL,55.58
PEOPLES GAS CRAWFORD STATION FORMER MGP,CHICAGO,U.S.A,IL,3500 S. PULASKI RD (FORMERLY CRAWFORD AV,"3500 S. PULASKI RD (FORMERLY CRAWFORD AV, CHICAGO, IL, U.S.A, 60623",41.828141,-87.724479,"41.828141, -87.724479",60623,Not NPL,
PEOPLES GAS LIGHT & COKE - 22ND ST,CHICAGO,U.S.A,IL,2200 SOUTH RACINE & CERMAK,"2200 SOUTH RACINE & CERMAK, CHICAGO, IL, U.S.A, 60608",41.8524592,-87.6563802,"41.8524592, -87.6563802",60608,Not NPL,
PEOPLES GAS LIGHT & COKE - DIVISION ST,CHICAGO,U.S.A,IL,1241 W DIVISION STREET & ELSTON AVENUE,"1241 W DIVISION STREET & ELSTON AVENUE, CHICAGO, IL, U.S.A, 60642-4134",41.9026828,-87.6587295,"41.9026828, -87.6587295",60642-4134,Not NPL,
PEOPLES GAS LIGHT & COKE NORTH STA,CHICAGO,U.S.A,IL,N. CROSBY & W. DIVISION & W. HOBBIE ST,"N. CROSBY & W. DIVISION & W. HOBBIE ST, CHICAGO, IL, U.S.A, 60610",41.9036641,-87.6466192,"41.9036641, -87.6466192",60610,Not NPL,
PEOPLES GAS LIGHT & COKE WILLOW ST STATION,CHICAGO,U.S.A,IL,1701-1763 KINGSBURY,"1701-1763 KINGSBURY, CHICAGO, IL, U.S.A, 60614",41.9124559,-87.6554968,"41.9124559, -87.6554968",60614,Not NPL,
PEOPLES GAS NORTH SHORE AVENUE STATION FORMER MGP,CHICAGO,U.S.A,IL,6659 NORTH KEDZIE AVENUE,"6659 NORTH KEDZIE AVENUE, CHICAGO, IL, U.S.A, 60645",42.0028477,-87.7079241,"42.0028477, -87.7079241",60645,Not NPL,
PEOPLES GAS SOUTH STATION FORMER MGP,CHICAGO,U.S.A,IL,NW CORNER OF ELEANOR AND LOOMIS ST.,"NW CORNER OF ELEANOR AND LOOMIS ST., CHICAGO, IL, U.S.A, 60608",41.8537557,-87.6611887,"41.8537557, -87.6611887",60608,Not NPL,
PEOPLES GAS THROOP STREET FORMER MGP,CHICAGO,U.S.A,IL,2625 LOOMIS AVENUE,"2625 LOOMIS AVENUE, CHICAGO, IL, U.S.A, 60608",41.8458054,-87.6605274,"41.8458054, -87.6605274",60608,Not NPL,
PETERSEN SAND & GRAVEL,LIBERTYVILLE,U.S.A,IL,ILLINOIS ROUTES 21 & 137,"ILLINOIS ROUTES 21 & 137, LIBERTYVILLE, IL, U.S.A, 60048",42.3059246,-87.9599502,"42.3059246, -87.9599502",60048,Deleted NPL,
SANDOVAL ZINC COMPANY,SANDOVAL,U.S.A,IL,BOX 263 SMELTER ROAD HIGHWAY 51,"BOX 263 SMELTER ROAD HIGHWAY 51, SANDOVAL, IL, U.S.A, 62882",38.6129296,-89.1146742,"38.6129296, -89.1146742",62882,Final NPL,30
SANGAMO ELECTRIC DUMP/CRAB ORCHARD NATIONAL WILDLIFE REFUGE (USDOI),CARTERVILLE,U.S.A,IL,EAST OF STATE ROUTE 148,"EAST OF STATE ROUTE 148, CARTERVILLE, IL, U.S.A, 62959",37.9580163,-89.0535471,"37.9580163, -89.0535471",62959,Final NPL,43.7
SAUGET AREA 1,SAUGET,U.S.A,IL,"W OF FALLING SPRINGS RD, N OF JUDITH LN","W OF FALLING SPRINGS RD, N OF JUDITH LN, SAUGET, IL, U.S.A, 62206",38.5840618,-90.1733811,"38.5840618, -90.1733811",62206,Proposed NPL,50
SAUGET AREA 2,SAUGET,U.S.A,IL,MONSANTO AVENUE,"MONSANTO AVENUE, SAUGET, IL, U.S.A, 62201",38.6003868,-90.1720773,"38.6003868, -90.1720773",62201,Proposed NPL,50
SAVANNA ARMY DEPOT ACTIVITY,SAVANNA,U.S.A,IL,7MI N OF SAVANNA ON RTE 84,"7MI N OF SAVANNA ON RTE 84, SAVANNA, IL, U.S.A, 61074",42.0898548,-90.1317377,"42.0898548, -90.1317377",61074,Final NPL,42.2
SCHROUD PROPERTY,CHICAGO,U.S.A,IL,SW of intersection of 126th Street and Avenue O,"SW of intersection of 126th Street and Avenue O, CHICAGO, IL, U.S.A, 60633",41.666148,-87.5393623,"41.666148, -87.5393623",60633,Final NPL,50
SOUTHEAST ROCKFORD GROUND WATER CONTAMINATION,ROCKFORD,U.S.A,IL,2613 S 11TH ST,"2613 S 11TH ST, ROCKFORD, IL, U.S.A, 61109",42.2370362,-89.0726231,"42.2370362, -89.0726231",61109,Final NPL,
"TRI-COUNTY LANDFILL CO./WASTE MANAGEMENT OF ILLINOIS, INC.",ELGIN,U.S.A,IL,7N 904 ILLINOIS ROUTE 25,"7N 904 ILLINOIS ROUTE 25, ELGIN, IL, U.S.A, 60177",41.9693913,-88.2830252,"41.9693913, -88.2830252",60177,Final NPL,42.76
VELSICOL CHEMICAL CORP. (MARSHALL PLANT),MARSHALL,U.S.A,IL,RTE 1 1MI N OF MARSHALL,"RTE 1 1MI N OF MARSHALL, MARSHALL, IL, U.S.A, 62441",39.4036213,-87.6936794,"39.4036213, -87.6936794",62441,Final NPL,48.78
WAUCONDA SAND & GRAVEL,WAUCONDA,U.S.A,IL,BONNER & GARLAND RD,"BONNER & GARLAND RD, WAUCONDA, IL, U.S.A, 60084",42.2774883,-88.1352126,"42.2774883, -88.1352126",60084,Final NPL,
WOODSTOCK MUNICIPAL LANDFILL,WOODSTOCK,U.S.A,IL,DAVIS ROAD,"DAVIS ROAD, WOODSTOCK, IL, U.S.A, 60098",42.2979996,-88.452749,"42.2979996, -88.452749",60098,Final NPL,50.1
YEOMAN CREEK LANDFILL,WAUKEGAN,U.S.A,IL,1011 WASHINGTON STREET,"1011 WASHINGTON STREET, WAUKEGAN, IL, U.S.A, 60085-5428",42.3585785,-87.8442317,"42.3585785, -87.8442317",60085-5428,Final NPL,33.23
"AMERICAN CHEMICAL SERVICE, INC.",GRIFFITH,U.S.A,IN,420 SOUTH COLFAX AVENUE,"420 SOUTH COLFAX AVENUE, GRIFFITH, IN, U.S.A, 46319",41.5143406,-87.4163652,"41.5143406, -87.4163652",46319,Final NPL,34.98
BECK'S LAKE,SOUTH BEND,U.S.A,IN,INTERSECTION OF WASHINGTON AND FALCON STREETS,"INTERSECTION OF WASHINGTON AND FALCON STREETS, SOUTH BEND, IN, U.S.A, 46619",41.670125,-86.297209,"41.670125, -86.297209",46619,Final NPL,50
BENNETT STONE QUARRY,BLOOMINGTON,U.S.A,IN,ST RTE 37 & ST RTE 46,"ST RTE 37 & ST RTE 46, BLOOMINGTON, IN, U.S.A, 47401",39.165325,-86.5263857,"39.165325, -86.5263857",47401,Deleted NPL,
BROADWAY STREET CORRIDOR GROUNDWATER CONTAMINATION,ANDERSON,U.S.A,IN,INTERSECTION OF BROADWAY STREET AND GRAND AVENUE,"INTERSECTION OF BROADWAY STREET AND GRAND AVENUE, ANDERSON, IN, U.S.A, 46016",40.1134309,-85.6731856,"40.1134309, -85.6731856",46016,Final NPL,50
CAM-OR INC.,WESTVILLE,U.S.A,IN,STATE ROAD 2 AND HIGHWAY 421,"STATE ROAD 2 AND HIGHWAY 421, WESTVILLE, IN, U.S.A, 46391",41.5464533,-86.8970892,"41.5464533, -86.8970892",46391,Final NPL,58.91
CARTER LEE LUMBER CO.,INDIANAPOLIS,U.S.A,IN,1621 WEST WASHINGTON STREET,"1621 WEST WASHINGTON STREET, INDIANAPOLIS, IN, U.S.A, 46222",39.7666914,-86.1902811,"39.7666914, -86.1902811",46222,Deleted NPL,
CLIFF DRIVE GROUNDWATER CONTAMINATION,LOGANSPORT,U.S.A,IN,CLIFF DRIVE (AKA RIVER ROAD) AND OTTAWA ROAD,"CLIFF DRIVE (AKA RIVER ROAD) AND OTTAWA ROAD, LOGANSPORT, IN, U.S.A, 46947",40.7450608,-86.4034527,"40.7450608, -86.4034527",46947,Final NPL,50
COLUMBUS OLD MUNICIPAL LANDFILL #1,COLUMBUS,U.S.A,IN,3RD ST BRIDGE AT WHITE RIVER,"3RD ST BRIDGE AT WHITE RIVER, COLUMBUS, IN, U.S.A, 47201",38.4386406,-87.5593613,"38.4386406, -87.5593613",47201,Deleted NPL,
CONRAIL RAIL YARD (ELKHART),ELKHART,U.S.A,IN,SR 33,"SR 33, ELKHART, IN, U.S.A, 46514",41.6370898,-85.9231921,"41.6370898, -85.9231921",46514,Final NPL,42.24
CONTINENTAL STEEL CORP.,KOKOMO,U.S.A,IN,W MARKLAND AVE,"W MARKLAND AVE, KOKOMO, IN, U.S.A, 46902",40.4764129,-86.1478135,"40.4764129, -86.1478135",46902,Final NPL,31.85
"DOUGLAS ROAD/UNIROYAL, INC., LANDFILL",MISHAWAKA,U.S.A,IN,NW INTERSECTION OF DOUGLASS AND GRAPE RD,"NW INTERSECTION OF DOUGLASS AND GRAPE RD, MISHAWAKA, IN, U.S.A, 46544",41.682441,-86.1868716,"41.682441, -86.1868716",46544,Final NPL,
ELM STREET GROUND WATER CONTAMINATION,TERRE HAUTE,U.S.A,IN,ELM STREET AND HIGHWAY 41,"ELM STREET AND HIGHWAY 41, TERRE HAUTE, IN, U.S.A, 47807-1920",39.4664826,-87.414021,"39.4664826, -87.414021",47807-1920,Final NPL,50
ENVIROCHEM CORP.,ZIONSVILLE,U.S.A,IN,865 SOUTH US HIGHWAY 421,"865 SOUTH US HIGHWAY 421, ZIONSVILLE, IN, U.S.A, 46077-4216",40.0294195,-86.2790972,"40.0294195, -86.2790972",46077-4216,Final NPL,46.44
FEDERATED METALS CORP WHITING,HAMMOND,U.S.A,IN,2230 INDIANAPOLIS BLVD,"2230 INDIANAPOLIS BLVD, HAMMOND, IN, U.S.A, 46394",41.6734668,-87.4933958,"41.6734668, -87.4933958",46394,Final NPL,51.14
FISHER-CALO,LA PORTE,U.S.A,IN,PO BOX 684 KINGSBURY IND PK,"PO BOX 684 KINGSBURY IND PK, LA PORTE, IN, U.S.A, 46350",41.5275433,-86.7000204,"41.5275433, -86.7000204",46350,Final NPL,52.05
FORT WAYNE REDUCTION DUMP,FORT WAYNE,U.S.A,IN,5225 OLD MAUMEE RD,"5225 OLD MAUMEE RD, FORT WAYNE, IN, U.S.A, 46803",41.075831,-85.070568,"41.075831, -85.070568",46803,Final NPL,
FRANKLIN STREET GROUNDWATER CONTAMINATION,SPENCER,U.S.A,IN,INTERSECTION OF S. MONTGOMERY STREET AND W.,"INTERSECTION OF S. MONTGOMERY STREET AND W., SPENCER, IN, U.S.A, 47460",39.2836504,-86.7636836,"39.2836504, -86.7636836",47460,Final NPL,50
GALEN MYERS DUMP/DRUM SALVAGE,OSCEOLA,U.S.A,IN,11303 EDISON,"11303 EDISON, OSCEOLA, IN, U.S.A, 46561",41.6968176,-86.0867658,"41.6968176, -86.0867658",46561,Final NPL,42.24
GARDEN CITY GROUND WATER PLUME,GARDEN CITY,U.S.A,IN,Intersection of Jonesville Road (State Road 11),"Intersection of Jonesville Road (State Road 11), GARDEN CITY, IN, U.S.A, 47201",39.1569984,-85.9237788,"39.1569984, -85.9237788",47201,Final NPL,50
GARY DEVELOPMENT LANDFILL,GARY,U.S.A,IN,479 N. CLINE AVENUE,"479 N. CLINE AVENUE, GARY, IN, U.S.A, 46406",41.5299561,-87.4322056,"41.5299561, -87.4322056",46406,Final NPL,30
HIMCO DUMP,ELKHART,U.S.A,IN,COUNTY ROAD 10 AND NAPANEE EXTENSION,"COUNTY ROAD 10 AND NAPANEE EXTENSION, ELKHART, IN, U.S.A, 46514",41.6687004,-86.0030924,"41.6687004, -86.0030924",46514,Final NPL,
INTERNATIONAL MINERALS (E. PLANT),TERRE HAUTE,U.S.A,IN,LOCKPORT RD,"LOCKPORT RD, TERRE HAUTE, IN, U.S.A, 47802",39.4421354,-87.3975211,"39.4421354, -87.3975211",47802,Deleted NPL,
JACOBSVILLE NEIGHBORHOOD SOIL CONTAMINATION,EVANSVILLE,U.S.A,IN,MAIN AND ILLINOIS,"MAIN AND ILLINOIS, EVANSVILLE, IN, U.S.A, 47710",37.979228,-87.563915,"37.979228, -87.563915",47710,Final NPL,35.52
KEYSTONE CORRIDOR GROUND WATER CONTAMINATION,INDIANAPOLIS,U.S.A,IN,INTERSECTION OF N. KEYSTONE AVE,"INTERSECTION OF N. KEYSTONE AVE, INDIANAPOLIS, IN, U.S.A, 46205",39.8235994,-86.121764,"39.8235994, -86.121764",46205,Final NPL,50
KOKOMO CONTAMINATED GROUND WATER PLUME,KOKOMO,U.S.A,IN,INTERSECTION OF S. ELIZABETH ST. AND E. VAILE AVE,"INTERSECTION OF S. ELIZABETH ST. AND E. VAILE AVE, KOKOMO, IN, U.S.A, 46901-4900",40.479408,-86.114281,"40.479408, -86.114281",46901-4900,Final NPL,50
LAKE SANDY JO (M&M LANDFILL),GARY,U.S.A,IN,3615 WEST 25TH AVENUE,"3615 WEST 25TH AVENUE, GARY, IN, U.S.A, 46404",41.571748,-87.382694,"41.571748, -87.382694",46404,Final NPL,
"LAKELAND DISPOSAL SERVICE, INC.",CLAYPOOL,U.S.A,IN,RURAL ROUTE 1,"RURAL ROUTE 1, CLAYPOOL, IN, U.S.A, 46510",41.129211,-85.8805466,"41.129211, -85.8805466",46510,Final NPL,34.1
LANE STREET GROUND WATER CONTAMINATION,ELKHART,U.S.A,IN,LANE STREET AT COUNTY ROAD 106,"LANE STREET AT COUNTY ROAD 106, ELKHART, IN, U.S.A, 46514",41.7168422,-85.920998,"41.7168422, -85.920998",46514,Final NPL,40.53
LEMON LANE LANDFILL,BLOOMINGTON,U.S.A,IN,LEMON LANE,"LEMON LANE, BLOOMINGTON, IN, U.S.A, 47401",39.1748876,-86.5587863,"39.1748876, -86.5587863",47401,Deleted NPL,
LUSHER STREET GROUND WATER CONTAMINATION,ELKHART,U.S.A,IN,IN THE VICINITY OF 1619 AVALON STREET,"IN THE VICINITY OF 1619 AVALON STREET, ELKHART, IN, U.S.A, 46516",41.6728188,-85.9963893,"41.6728188, -85.9963893",46516,Final NPL,50
MAIN STREET WELL FIELD,ELKHART,U.S.A,IN,1120 N MAIN ST,"1120 N MAIN ST, ELKHART, IN, U.S.A, 46514",41.6973458,-85.9747181,"41.6973458, -85.9747181",46514,Final NPL,42.49
MARION (BRAGG) DUMP,MARION,U.S.A,IN,2627-2629 CENTRAL AVE,"2627-2629 CENTRAL AVE, MARION, IN, U.S.A, 46952",40.5399839,-85.634317,"40.5399839, -85.634317",46952,Final NPL,35.25
MIDCO I,GARY,U.S.A,IN,7400 W 15TH AVE,"7400 W 15TH AVE, GARY, IN, U.S.A, 46406",41.588321,-87.427835,"41.588321, -87.427835",46406,Final NPL,46.44
MIDCO II,GARY,U.S.A,IN,5900 INDUSTRIAL HIGHWAY,"5900 INDUSTRIAL HIGHWAY, GARY, IN, U.S.A, 46406",41.6205852,-87.4085266,"41.6205852, -87.4085266",46406,Final NPL,30.16
NEAL'S DUMP (SPENCER),SPENCER,U.S.A,IN,T9N R4W SEC 12,"T9N R4W SEC 12, SPENCER, IN, U.S.A, 47460",39.2867117,-86.7625058,"39.2867117, -86.7625058",47460,Deleted NPL,
NEAL'S LANDFILL (BLOOMINGTON),BLOOMINGTON,U.S.A,IN,approx. '7052-7964 In-48',"approx. '7052-7964 In-48', BLOOMINGTON, IN, U.S.A, 47404",39.1646589,-86.5832322,"39.1646589, -86.5832322",47404,Deleted NPL,
NINTH AVENUE DUMP,GARY,U.S.A,IN,7357 W NINTH AVE,"7357 W NINTH AVE, GARY, IN, U.S.A, 46402",41.5944355,-87.4276085,"41.5944355, -87.4276085",46402,Final NPL,40.32
NORTH 5TH STREET GROUNDWATER CONTAMINATION,GOSHEN,U.S.A,IN,308 NORTH 5TH STREET,"308 NORTH 5TH STREET, GOSHEN, IN, U.S.A, 46528",41.5898468,-85.832706,"41.5898468, -85.832706",46528,Final NPL,50
NORTH SHORE DRIVE,ELKHART,U.S.A,IN,NORTH SHORE DRIVE,"NORTH SHORE DRIVE, ELKHART, IN, U.S.A, 46514",41.7544008,-85.9583445,"41.7544008, -85.9583445",46514,Final NPL,50
"NORTHSIDE SANITARY LANDFILL, INC",ZIONSVILLE,U.S.A,IN,985 S ST RD 421,"985 S ST RD 421, ZIONSVILLE, IN, U.S.A, 46077",39.9508733,-86.261937,"39.9508733, -86.261937",46077,Final NPL,46.04
PIKE AND MULBERRY STREETS PCE PLUME,MARTINSVILLE,U.S.A,IN,INTERSECTION OF PIKE AND MULBERRY STREET,"INTERSECTION OF PIKE AND MULBERRY STREET, MARTINSVILLE, IN, U.S.A, 46151",39.420195,-86.429696,"39.420195, -86.429696",46151,Final NPL,50
POER FARM,HANCOCK COUNTY,U.S.A,IN,CO RD 1050E & CR 400N,"CO RD 1050E & CR 400N, HANCOCK COUNTY, IN, U.S.A, 46117",39.796398,-85.6096933,"39.796398, -85.6096933",46117,Deleted NPL,
PRESTOLITE BATTERY DIVISION,VINCENNES,U.S.A,IN,US HIGHWAY 41N,"US HIGHWAY 41N, VINCENNES, IN, U.S.A, 47591",38.605823,-87.5198011,"38.605823, -87.5198011",47591,Final NPL,40.63
REILLY TAR & CHEMICAL CORP. (INDIANAPOLIS PLANT),INDIANAPOLIS,U.S.A,IN,1500 S TIBBS AVE,"1500 S TIBBS AVE, INDIANAPOLIS, IN, U.S.A, 46241",39.7441128,-86.2181796,"39.7441128, -86.2181796",46241,Final NPL,34.03
SEYMOUR RECYCLING CORP.,SEYMOUR,U.S.A,IN,G AVE WEST - FREEMAN MUNICIPAL AIRPORT,"G AVE WEST - FREEMAN MUNICIPAL AIRPORT, SEYMOUR, IN, U.S.A, 47274",38.9247623,-85.9072801,"38.9247623, -85.9072801",47274,Final NPL,
SOUTHSIDE SANITARY LANDFILL,INDIANAPOLIS,U.S.A,IN,2561 KENTUCKY AVENUE,"2561 KENTUCKY AVENUE, INDIANAPOLIS, IN, U.S.A, 46221-5004",39.7291263,-86.2058751,"39.7291263, -86.2058751",46221-5004,Deleted NPL,
"TIPPECANOE SANITARY LANDFILL, INC.",LAFAYETTE,U.S.A,IN,"2801 NORTH 9TH RD, 1/2 MI N OF US 52","2801 NORTH 9TH RD, 1/2 MI N OF US 52, LAFAYETTE, IN, U.S.A, 47905",40.390021,-86.8520733,"40.390021, -86.8520733",47905,Final NPL,42.24
TOWN OF PINES GROUNDWATER PLUME,TOWN OF PINES,U.S.A,IN,WALNUT STREET & HWY. 20,"WALNUT STREET & HWY. 20, TOWN OF PINES, IN, U.S.A, 46360",41.6827159,-86.9533987,"41.6827159, -86.9533987",46360,Not NPL,
TRI-STATE PLATING,COLUMBUS,U.S.A,IN,1716 KELLER AVE,"1716 KELLER AVE, COLUMBUS, IN, U.S.A, 47201",39.2164792,-85.9005593,"39.2164792, -85.9005593",47201,Deleted NPL,
"U.S. SMELTER AND LEAD REFINERY, INC.",EAST CHICAGO,U.S.A,IN,5300 KENNEDY AVE,"5300 KENNEDY AVE, EAST CHICAGO, IN, U.S.A, 46312",41.616677,-87.465304,"41.616677, -87.465304",46312,Final NPL,
"WASTE, INC., LANDFILL",MICHIGAN CITY,U.S.A,IN,1701 EAST US 12,"1701 EAST US 12, MICHIGAN CITY, IN, U.S.A, 46360",41.7251332,-86.8754501,"41.7251332, -86.8754501",46360,Deleted NPL,
WAYNE WASTE OIL,COLUMBIA CITY,U.S.A,IN,DANIEL DR PO BOX 467,"DANIEL DR PO BOX 467, COLUMBIA CITY, IN, U.S.A, 46725",41.1572686,-85.4883127,"41.1572686, -85.4883127",46725,Final NPL,42.33
"WEDZEB ENTERPRISES, INC.",LEBANON,U.S.A,IN,320 SOUTH BALLARD STREET,"320 SOUTH BALLARD STREET, LEBANON, IN, U.S.A, 46052",40.0457953,-86.4724265,"40.0457953, -86.4724265",46052,Deleted NPL,
WHITEFORD SALES & SERVICE INC./NATIONALEASE,SOUTH BEND,U.S.A,IN,2020 WEST SAMPLE STREET,"2020 WEST SAMPLE STREET, SOUTH BEND, IN, U.S.A, 46619",41.6648845,-86.2798682,"41.6648845, -86.2798682",46619,Deleted NPL,
29TH & MEAD GROUND WATER CONTAMINATION,WICHITA,U.S.A,KS,412 E 29TH N 26S 1E SW 1/4 S 33,"412 E 29TH N 26S 1E SW 1/4 S 33, WICHITA, KS, U.S.A, 67219",37.80012,-97.3311096,"37.80012, -97.3311096",67219,Deleted NPL,
57TH AND NORTH BROADWAY STREETS SITE,WICHITA,U.S.A,KS,57TH & N BROADWAY STREETS,"57TH & N BROADWAY STREETS, WICHITA, KS, U.S.A, 67219",37.7563145,-97.3361678,"37.7563145, -97.3361678",67219,Final NPL,50
ACE SERVICES,COLBY,U.S.A,KS,345 CONVESSE,"345 CONVESSE, COLBY, KS, U.S.A, 67701",39.3958369,-101.0523773,"39.3958369, -101.0523773",67701,Final NPL,50
ARKANSAS CITY DUMP,ARKANSAS CITY,U.S.A,KS,HWY 166 S,"HWY 166 S, ARKANSAS CITY, KS, U.S.A, 67005",37.0619736,-97.0383712,"37.0619736, -97.0383712",67005,Deleted NPL,
BIG RIVER SAND CO.,WICHITA,U.S.A,KS,4900 W 21ST,"4900 W 21ST, WICHITA, KS, U.S.A, 67205",37.726843,-97.400451,"37.726843, -97.400451",67205,Deleted NPL,
CANEY RESIDENTIAL YARDS,CANEY,U.S.A,KS,Intersection of North Main Street and East 3rd Ave,"Intersection of North Main Street and East 3rd Ave, CANEY, KS, U.S.A, 67333",37.0114608,-95.9352584,"37.0114608, -95.9352584",67333,Final NPL,50
"CHEMICAL COMMODITIES, INC.",OLATHE,U.S.A,KS,S. KEELER ST,"S. KEELER ST, OLATHE, KS, U.S.A, 66061",38.8691286,-94.8068414,"38.8691286, -94.8068414",66061,Final NPL,50
CHEROKEE COUNTY,CHEROKEE COUNTY,U.S.A,KS,SOUTHEAST PORTION OF THE STATE OF KS,"SOUTHEAST PORTION OF THE STATE OF KS, CHEROKEE COUNTY, KS, U.S.A, 66739",37.1414228,-94.6657027,"37.1414228, -94.6657027",66739,Final NPL,58.15
CHEROKEE ZINC - WEIR SMELTER,WEIR,U.S.A,KS,413 N WASHINGTON STREET,"413 N WASHINGTON STREET, WEIR, KS, U.S.A, 66781",37.3129752,-94.7716745,"37.3129752, -94.7716745",66781,Final NPL,51.78
DOEPKE DISPOSAL (HOLLIDAY),SHAWNEE MISSION,U.S.A,KS,HOLLIDAY DR,"HOLLIDAY DR, SHAWNEE MISSION, KS, U.S.A, 66218",39.0413574,-94.798045,"39.0413574, -94.798045",66218,Final NPL,47.46
FORMER UNITED ZINC & ASSOCIATED SMELTERS,IOLA,U.S.A,KS,HIGHWAY 54 & KANSAS DRIVE,"HIGHWAY 54 & KANSAS DRIVE, IOLA, KS, U.S.A, 66749",37.9221119,-95.3868612,"37.9221119, -95.3868612",66749,Final NPL,50
FORT RILEY,JUNCTION CITY,U.S.A,KS,DICKMAN AVE,"DICKMAN AVE, JUNCTION CITY, KS, U.S.A, 66441",39.0688989,-96.7711215,"39.0688989, -96.7711215",66441,Final NPL,33.79
HYDRO-FLEX INC.,TOPEKA,U.S.A,KS,2101 NW BRICKYARD RD,"2101 NW BRICKYARD RD, TOPEKA, KS, U.S.A, 66618",39.0870279,-95.7256835,"39.0870279, -95.7256835",66618,Deleted NPL,
JOHNS' SLUDGE POND,WICHITA,U.S.A,KS,29TH ST NE OF HYDRAULIC,"29TH ST NE OF HYDRAULIC, WICHITA, KS, U.S.A, 67212",37.6414974,-97.3686894,"37.6414974, -97.3686894",67212,Deleted NPL,
OBEE ROAD,HUTCHINSON,U.S.A,KS,OBEE RD,"OBEE RD, HUTCHINSON, KS, U.S.A, 67501",38.1397037,-97.848717,"38.1397037, -97.848717",67501,Final NPL,33.62
PESTER REFINERY CO.,EL DORADO,U.S.A,KS,N TOPEKA ST,"N TOPEKA ST, EL DORADO, KS, U.S.A, 67042",37.8283231,-96.8589176,"37.8283231, -96.8589176",67042,Final NPL,30.16
"PLATING, INC.",GREAT BEND,U.S.A,KS,8801 WEST SIXTH STREET,"8801 WEST SIXTH STREET, GREAT BEND, KS, U.S.A, 67530",38.346663,-98.8512352,"38.346663, -98.8512352",67530,Final NPL,50
STROTHER FIELD INDUSTRIAL PARK,WINFIELD,U.S.A,KS,NE 1/4 SEC 19 T33S R4E,"NE 1/4 SEC 19 T33S R4E, WINFIELD, KS, U.S.A, 67156",37.2208916,-96.9638624,"37.2208916, -96.9638624",67156,Final NPL,33.62
